PassengerId,Survived,Passenger Class,Sex,Siblings,Parent/Child,Fare,Age,Hometown,Boarded,Destination
55,0.0,1,male,0,1,61.9792,64.0,"Providence, Rhode Island, US",Southampton,"Providence, Rhode Island, US"
58,0.0,3,male,0,0,7.2292,20.0,"Kafr Mishki, Lebanon",Cherbourg,"Ottawa, Ontario, Canada"
60,0.0,3,male,5,2,46.9,13.0,"Fulham, England",Southampton,"Niagara Falls, New York, US"
61,0.0,3,male,0,0,7.2292,22.0,"Kiğı, Turkey",Cherbourg,"Brantford, Ontario, Canada"
63,0.0,1,male,1,0,83.475,45.0,"New York, New York, US",Southampton,"New York, New York, US"
64,0.0,3,male,3,2,27.9,5.0,"Hällekis, Västergötland, Sweden",Southampton,"Iron Mountain, Michigan, US"
65,0.0,1,male,0,0,27.7208,54.0,"Cincinnati, Ohio, US",Cherbourg,"Gallipolis, Ohio, US"
68,0.0,3,male,0,0,8.1583,19.0,"Bristol, Avon, England",Southampton,"Cleveland, Ohio, US"
70,0.0,3,male,2,0,8.6625,26.0,"Zürich, Switzerland",Southampton,"Milwaukee, Wisconsin, US"
71,0.0,2,male,0,0,10.5,32.0,"St. Ives, Cornwall, England",Southampton,"Houghton, Michigan, US"
72,0.0,3,female,5,2,46.9,16.0,"Fulham, England",Southampton,"Niagara Falls, New York, US"
73,0.0,2,male,0,0,73.5,21.0,"Fritham, Hampshire, England",Southampton,"Manitoba, Canada"
74,0.0,3,male,1,0,14.4542,26.0,"Agios Sostis, Peloponnese, Greece",Cherbourg,New York City
76,0.0,3,male,0,0,7.65,25.0,"Bergen, Norway",Southampton,"Minneapolis, Minnesota, US"
77,0.0,3,male,0,0,7.8958,23.0,"Debnevo, Troyan, Bulgaria",Southampton,"Chicago, Illinois, US"
78,0.0,3,male,0,0,8.05,28.0,"London, England",Southampton,New York City
81,0.0,3,male,0,0,9.0,22.0,"Ruiselede, West Flanders, Belgium",Southampton,"Stanton, Ohio, US"
84,0.0,1,male,0,0,47.1,31.0,"Montevideo, Uruguay",Southampton,"Montevideo, Uruguay"
87,0.0,3,male,1,3,34.375,16.0,"Rotherfield, East Sussex, England",Southampton,"Essex County, New Jersey, US"
88,0.0,3,male,0,0,8.05,20.0,"London, England",Southampton,New York City
90,0.0,3,male,0,0,8.05,24.0,"Milan[83], Italy",Southampton,New York City
91,0.0,3,male,0,0,8.05,29.0,"London, England",Southampton,New York City
92,0.0,3,male,0,0,7.8542,20.0,"Kalfsnäs, Småland, Sweden",Southampton,"Chicago, Illinois, US"
93,0.0,1,male,1,0,61.175,46.0,"Amenia, North Dakota, US",Southampton,"Amenia, North Dakota, US"
94,0.0,3,male,1,2,20.575,25.0,"Bartley Farm, Hampshire, England",Southampton,"Wichita, Kansas, US"
95,0.0,3,male,0,0,7.25,59.0,"London, England",Southampton,"Merrill, Wisconsin, US"
96,0.0,3,male,0,0,8.05,22.0,"Heron's Ghyll, East Sussex, England",Southampton,"New York, US"
97,0.0,1,male,0,0,34.6542,71.0,"New York, New York, US",Cherbourg,"New York, New York, US"
100,0.0,2,male,1,0,26.0,34.0,"Vitebsk, Russian Empire",Southampton,"Bronx, New York, US"
101,0.0,3,female,0,0,7.8958,28.0,"Vagovina, Croatia",Southampton,"Harrisburg, Pennsylvania, US"
102,0.0,3,male,0,0,7.8958,29.0,"Belish, Troyan, Bulgaria",Southampton,"Chicago, Illinois, US"
103,0.0,1,male,0,1,77.2875,21.0,"Brunswick, Maine, US",Southampton,"Brunswick, Maine, US"
104,0.0,3,male,0,0,8.6542,33.0,"Bäckebo, Småland, Sweden",Southampton,"Cheyenne, North Dakota, US"
105,0.0,3,male,2,0,7.925,37.0,"Ruotsinpyhtää, Finland",Southampton,New York City
106,0.0,3,male,0,0,7.8958,28.0,"Gumostnik, Lovec, Bulgaria",Southampton,"Chicago, Illinois, US"
109,0.0,3,male,0,0,7.8958,38.0,"Bosanska Krupa, Bosnia",Southampton,"Harrisburg, Pennsylvania, US"
111,0.0,1,male,0,0,52.0,46.0,"Worcester, Massachusetts, US",Southampton,"Worcester, Massachusetts, US"
112,0.0,3,female,1,0,14.4542,16.0,"Unknown, Syria",Cherbourg,New York City
113,0.0,3,male,0,0,8.05,22.0,"Cambridge, Cambridgeshire, England",Southampton,New York City
114,0.0,3,female,1,0,9.825,20.0,"Paavola, Northern Ostrobothnia, Finland",Southampton,New York City
115,0.0,3,female,0,0,14.4583,17.0,"Beirut, Lebanon",Cherbourg,New York City
116,0.0,3,male,0,0,7.925,21.0,"Heinola, Finland",Southampton,New York City
117,0.0,3,male,0,0,7.75,61.0,"Charleville, Cork, Ireland",Queenstown,New York City
118,0.0,2,male,1,0,21.0,29.0,"Plymouth, Devon, England",Southampton,"Salt Lake City, Utah, US"
119,0.0,1,male,0,1,247.5208,24.0,"Montreal, Quebec, Canada",Cherbourg,"Montreal, Quebec, Canada"
120,0.0,3,female,4,2,31.275,2.0,"Kisa, Östergötland, Sweden",Southampton,"Winnipeg, Manitoba, Canada"
121,0.0,2,male,2,0,73.5,20.0,"Fritham, Hampshire, England",Southampton,"The Pas, Manitoba, Canada"
122,0.0,3,male,0,0,8.05,19.0,"Kingston upon Thames, London, England",Southampton,"Hoboken, New Jersey, US"
123,0.0,2,male,1,0,30.0708,28.0,"Zahlé, Lebanon, Ottoman Empire[note 7]",Cherbourg,"Cleveland, Ohio, US"
125,0.0,1,male,0,1,77.2875,54.0,"Brunswick, Maine, US",Southampton,"Brunswick, Maine, US"
127,0.0,3,male,0,0,7.75,20.0,"Craghbrien, Clare, Ireland",Queenstown,New York City
130,0.0,3,male,0,0,6.975,45.0,"Effington Rut, South Dakota, US",Southampton,"Effington Rut, South Dakota, US"
131,0.0,3,male,0,0,7.8958,33.0,"Hrastelnica, Croatia",Cherbourg,New York City
132,0.0,3,male,0,0,7.05,20.0,"Funchal, Madeira Islands, Portugal",Southampton,New York City
133,0.0,3,female,1,0,14.5,47.0,"St Austell, Cornwall, England",Southampton,"Yonkers, New York, US"
135,0.0,2,male,0,0,13.0,25.0,"Porthallow, Cornwall, England",Southampton,"Houghton, Michigan, US"
136,0.0,2,male,0,0,15.0458,23.0,"Paris, France",Cherbourg,"Montreal, Quebec, Canada"
138,0.0,1,male,1,0,53.1,37.0,"Scituate, Massachusetts, US",Southampton,"Scituate, Massachusetts, US"
139,0.0,3,male,0,0,9.2167,16.0,"Hedesunda, Gävleborg, Sweden",Southampton,"Mitchell, South Dakota, US"
140,0.0,1,male,0,0,79.2,24.0,"Paris, France",Cherbourg,"New York, New York, US"
141,0.0,3,female,0,2,15.2458,40.0,"Unknown, Lebanon",Cherbourg,"Kent, British Columbia, Canada"
144,0.0,3,male,0,0,6.75,19.0,"Glanmire, Cork, Ireland",Queenstown,"Charlestown, US"
145,0.0,2,male,0,0,11.5,17.0,"San Ambrosio, Córdoba, Argentina",Southampton,"Trenton, New Jersey, US"
146,0.0,2,male,1,1,36.75,19.0,"St. Ives, Cornwall, England",Southampton,"Houghton, Michigan, US"
148,0.0,3,female,2,2,34.375,7.0,"Rotherfield, East Sussex, England",Southampton,"Essex County, New Jersey, US"
149,0.0,2,male,0,2,26.0,32.0,"Nice, France",Southampton,New York City
150,0.0,2,male,0,0,13.0,42.0,"London, England",Southampton,"Jacksonville, Florida, US"
151,0.0,2,male,0,0,12.525,51.0,"Jacksonville, Florida, US",Southampton,"Jacksonville, Florida, US"
153,0.0,3,male,0,0,8.05,48.0,"Bournemouth, Dorset, England",Southampton,"Washington, DC, US"
154,0.0,3,male,0,2,14.5,35.0,"London, England",Southampton,"North Wales, Pennsylvania, US"
155,0.0,3,male,0,0,7.3125,27.0,"Sunnhordland, Norway",Southampton,"Broderick, Canada"
156,0.0,1,male,0,1,61.3792,51.0,"Geneva, Switzerland",Cherbourg,"Radnor, Pennsylvania, US"
158,0.0,3,male,0,0,8.05,30.0,"London, England",Southampton,New York City
159,0.0,3,male,0,0,8.6625,37.0,"Pisac, Croatia",Southampton,New York City
160,0.0,3,male,8,2,69.55,4.0,"Peterborough, Cambridgeshire, England",Southampton,"Jacksonville, Florida, US"
161,0.0,3,male,0,1,16.1,44.0,"Bournemouth, Dorset, England",Southampton,"Newark, New Jersey, US"
163,0.0,3,male,0,0,7.775,26.0,"Fridhemsberg, Halland, Sweden",Southampton,"Monee, Illinois, US"
164,0.0,3,male,0,0,8.6625,17.0,"Brezik, Croatia",Southampton,"Sault Ste. Marie, Michigan, US"
165,0.0,3,male,4,1,39.6875,1.0,"Ylihärmä, South Ostrobothnia, Finland",Southampton,"Coal Center, Pennsylvania, US"
168,0.0,3,female,1,4,27.9,43.0,"Hällekis, Västergötland, Sweden",Southampton,"Iron Mountain, Michigan, US"
169,0.0,1,male,0,0,25.925,60.0,"New York, New York, US",Cherbourg,"New York, New York, US"
170,0.0,3,male,0,0,56.4958,24.0,"Hong Kong, China",Southampton,New York City
171,0.0,1,male,0,0,33.5,61.0,"Brooklyn, New York, US",Belfast,"Brooklyn, New York, US"
172,0.0,3,male,4,1,29.125,4.0,"Athlone, Westmeath, Ireland",Queenstown,"Spokane, Washington, US"
174,0.0,3,male,0,0,7.925,21.0,"Mountain Home, Idaho, US",Southampton,"Mountain Home, Idaho, US"
175,0.0,1,male,0,0,30.6958,56.0,"Paris, France",Cherbourg,"Long Island, New York, US"
176,0.0,3,male,1,1,7.8542,18.0,"Grimshut, Småland, Sweden",Southampton,New York City
177,0.0,3,male,3,1,25.4667,5.0,"Liévin, Pas-de-Calais, France",Southampton,"Mystic, Iowa, US"
178,0.0,1,female,0,0,28.7125,50.0,"Chicago, Illinois, US",Cherbourg,"Chicago, Illinois, US"
179,0.0,2,male,0,0,13.0,30.0,"Auburn, New York, US",Southampton,"Auburn, New York, US"
180,0.0,3,male,0,0,0.0,36.0,"New York City, New York, US",Southampton,New York City
181,0.0,3,female,8,2,69.55,7.0,"Peterborough, Cambridgeshire, England",Southampton,"Jacksonville, Florida, US"
182,0.0,2,male,0,0,15.05,39.0,"Paris, France",Cherbourg,"New York, New York, US"
183,0.0,3,male,4,2,31.3875,9.0,"Alseda, Småland, Sweden",Southampton,"Worcester, Massachusetts, US"
186,0.0,1,male,0,0,50.0,38.0,"Seattle, Washington, US",Southampton,"Seattle, Washington, US"
189,0.0,3,male,1,1,15.5,42.0,"Carrowskehine, Mayo, Ireland",Queenstown,"Chicago, Illinois, US"
190,0.0,3,male,0,0,7.8958,36.0,"Bratina, Croatia",Southampton,"Youngstown, Ohio, US"
192,0.0,2,male,0,0,13.0,19.0,"St. Ives, Cornwall, England",Southampton,"Houghton, Michigan, US"
197,0.0,3,male,0,0,7.75,26.0,"Ballywilliam, Wexford, Ireland",Queenstown,"Chicago, Illinois, US"
198,0.0,3,male,0,1,8.4042,42.0,"Trondheim, Norway",Southampton,"Brooklyn, New York, US"
200,0.0,2,female,0,0,13.0,24.0,"Paris, France",Southampton,"Montreal, Quebec, Canada"
201,0.0,3,male,0,0,9.5,28.0,"Westrozebeke, Belgium",Southampton,New York City
202,0.0,3,male,8,2,69.55,16.0,"Peterborough, Cambridgeshire, England",Southampton,"Jacksonville, Florida, US"
203,0.0,3,male,0,0,6.4958,34.0,"Munsala, Finland",Southampton,"Vancouver, British Columbia, Canada"
204,0.0,3,male,0,0,7.225,45.0,"Hardîne, Lebanon",Cherbourg,"Wilkes-Barre, Pennsylvania, US"
206,0.0,3,female,0,1,10.4625,2.0,"Indiana Harbor, Indiana, US",Southampton,"Indiana Harbor, Indiana, US"
207,0.0,3,male,1,0,15.85,32.0,"Kotka, Finland",Southampton,New York City
211,0.0,3,male,0,0,7.05,24.0,"Buenos Aires, Argentina",Southampton,New York City
213,0.0,3,male,0,0,7.25,22.0,"Holsworthy, Devon, England",Southampton,"Saskatoon, Saskatchewan, Canada"
214,0.0,2,male,0,0,13.0,30.0,"Kølsen, Vorde Sogn, Denmark",Southampton,"San Francisco, California, US"
215,0.0,3,male,1,0,7.75,22.0,"Aughnacliffe, Longford, Ireland",Queenstown,"Jersey City, New Jersey, US"
218,0.0,2,male,1,0,27.0,40.0,"London, England",Southampton,"Montreal, Quebec, Canada"
220,0.0,2,male,0,0,10.5,30.0,"London, England",Southampton,New York City
222,0.0,2,male,0,0,13.0,29.0,"Lake Arthur, New Mexico, US",Southampton,"Lake Arthur, New Mexico, US"
223,0.0,3,male,0,0,8.05,40.0,"Dorking, Surrey, England",Southampton,"Lead, South Dakota, US"
224,0.0,3,male,0,0,7.8958,22.0,"Unknown, Bulgaria",Southampton,"Coon Rapids, Iowa, US"
226,0.0,3,male,0,0,9.35,22.0,"Firtby, Finland",Southampton,New York City
228,0.0,3,male,0,0,7.25,20.0,"Northlew, Devon, England",Southampton,New York City
229,0.0,2,male,0,0,13.0,18.0,"Oslo, Norway",Southampton,"Bayonne, New Jersey, US"
230,0.0,3,female,3,1,25.4667,12.0,"Liévin, Pas-de-Calais, France",Southampton,"Mystic, Iowa, US"
232,0.0,3,male,0,0,7.775,29.0,"Nyköping, Södermanland, Sweden",Southampton,"Hartford, Connecticut, US"
233,0.0,2,male,0,0,13.5,30.0,"Hjo, Västergötland, Sweden",Southampton,"Sault Ste Marie, Michigan, US"
235,0.0,2,male,0,0,10.5,25.0,"London, England",Southampton,New York City
236,0.0,3,female,0,0,7.55,21.0,"Thornton Heath, London, England",Southampton,"New London, Connecticut, US"
237,0.0,2,male,1,0,26.0,44.0,"Porthoustock, Cornwall, England",Southampton,"Sacramento, California, US"
239,0.0,2,male,0,0,10.5,19.0,"Gunnislake, Cornwall, England",Southampton,"Butte, Montana, US"
240,0.0,2,male,0,0,12.275,33.0,"Philadelphia, Pennsylvania, US",Southampton,"Philadelphia, Pennsylvania, US"
241,0.0,3,female,1,0,14.4542,19.0,"Unknown, Syria",Cherbourg,New York City
243,0.0,2,male,0,0,10.5,29.0,"London, England",Southampton,"Detroit, Michigan, US"
244,0.0,3,male,0,0,7.125,22.0,"Kauhajoki, Finland",Southampton,"Sudbury, Ontario, Canada"
245,0.0,3,male,0,0,7.225,30.0,"Ottawa, Ontario, Canada",Cherbourg,"Ottawa, Ontario, Canada"
246,0.0,1,male,2,0,90.0,44.0,"Fond du Lac, Wisconsin, US",Southampton,"Fond du Lac, Wisconsin, US"
247,0.0,3,female,0,0,7.775,25.0,"Stockholm, Sweden",Southampton,"Saranac Lake, New York, US"
250,0.0,2,male,1,0,26.0,54.0,"London, England, UK",Southampton,New York City
251,0.0,3,male,0,0,7.25,19.0,"Penarth, Glamorgan, Wales",Southampton,New York City
252,0.0,3,female,1,1,10.4625,29.0,"Indiana Harbor, Indiana, US",Southampton,"Indiana Harbor, Indiana, US"
253,0.0,1,male,0,0,26.55,62.0,"London, England, UK",Southampton,"New York, New York, US"
254,0.0,3,male,1,0,16.1,30.0,"Scranton, Pennsylvania, US",Southampton,"Scranton, Pennsylvania, US"
255,0.0,3,female,0,2,20.2125,41.0,"Suistamo, Finland",Southampton,"Astoria, Oregon, US"
261,0.0,3,male,0,0,7.75,26.0,"Caltra, Galway, Ireland",Queenstown,"Hammond, Indiana, US"
263,0.0,1,male,1,1,79.65,52.0,"New York, New York, US",Southampton,"New York, New York, US"
264,0.0,1,male,0,0,0.0,45.0,"Wallasey, Merseyside, England, UK",Southampton,"New York, New York, US"
265,0.0,3,female,0,0,7.75,23.0,"Clonown, Roscommon, Ireland",Queenstown,"Boston, Massachusetts, US"
266,0.0,2,male,0,0,10.5,36.0,"Slinfold, West Sussex, England",Southampton,New York City
267,0.0,3,male,4,1,39.6875,16.0,"Ylihärmä, South Ostrobothnia, Finland",Southampton,"Coal Center, Pennsylvania, US"
271,0.0,1,male,0,0,31.0,28.0,"Bryn Mawr, Pennsylvania, US",Southampton,"Bryn Mawr, Pennsylvania, US"
274,0.0,1,male,0,1,29.7,36.0,"Brooklyn, New York, US",Cherbourg,"Brooklyn, New York, US"
277,0.0,3,female,0,0,7.75,45.0,"Stockholm, Sweden",Southampton,"Stratford, Connecticut, US"
278,0.0,2,male,0,0,0.0,18.0,"Belfast, Ireland",Belfast,New York City
279,0.0,3,male,4,1,29.125,7.0,"Athlone, Westmeath, Ireland",Queenstown,"Spokane, Washington, US"
281,0.0,3,male,0,0,7.75,65.0,"Bunmahon, Waterford, Ireland",Queenstown,"Morris Plains, New Jersey, US"
282,0.0,3,male,0,0,7.8542,28.0,"Eslöv, Skåne, Sweden",Southampton,New York City
283,0.0,3,male,0,0,9.5,16.0,"Heldergem, Haaltert, East Flanders, Belgium",Southampton,"Gladstone, Michigan, US"
285,0.0,1,male,0,0,26.0,57.0,"Streatham, London, England, UK",Southampton,"New York, New York, US"
286,0.0,3,male,0,0,8.6625,33.0,"Galdovo, Croatia",Cherbourg,New York City
288,0.0,3,male,0,0,7.8958,22.0,"Gumostnik, Lovech, Bulgaria",Southampton,"Chicago, Illinois, US"
293,0.0,2,male,0,0,12.875,36.0,"Montreal, Quebec, Canada",Cherbourg,"Montreal, Quebec, Canada"
294,0.0,3,female,0,0,8.85,24.0,"Altdorf, Uri, Switzerland",Southampton,"Chicago, Illinois, US"
295,0.0,3,male,0,0,7.8958,24.0,"Unknown, Bulgaria",Southampton,"Coon Rapids, Iowa, US"
296,0.0,1,male,0,0,27.7208,31.0,"Chicago, Illinois, US",Cherbourg,"Chicago, Illinois, US"
297,0.0,3,male,0,0,7.2292,35.0,"Kfar Mechi, Syria",Cherbourg,"Ottawa, Ontario, Canada"
298,0.0,1,female,1,2,151.55,2.0,"Montreal, Quebec, Canada",Southampton,"Montreal, Quebec, Canada"
303,0.0,3,male,0,0,0.0,19.0,"Hawthorne, New Jersey, US",Southampton,New York City
305,0.0,3,male,0,0,8.05,28.0,"Guernsey, Channel Islands, Channel Islands",Southampton,New York City
309,0.0,2,male,1,0,24.0,30.0,Russia,Cherbourg,"New York, New York, US"
313,0.0,2,female,1,1,26.0,26.0,"Minneapolis, Minnesota, US",Southampton,"Minneapolis, Minnesota, US"
314,0.0,3,male,0,0,7.8958,28.0,"Vagovina, Croatia",Southampton,"Harrisburg, Pennsylvania, US"
315,0.0,2,male,1,1,26.25,47.0,"Ilford, Essex, England",Southampton,"Winnipeg, Manitoba, Canada"
318,0.0,2,male,0,0,14.0,54.0,"Frankfort, Kentucky, US",Southampton,"Frankfort, Kentucky, US"
321,0.0,3,male,0,0,7.25,22.0,"Week St Mary, Cornwall, England",Southampton,"Saskatoon, Saskatchewan, Canada"
322,0.0,3,male,0,0,7.8958,27.0,"Unknown, Bulgaria",Southampton,"Chicago, Illinois, US"
325,0.0,3,male,8,2,69.55,19.0,"Peterborough, Cambridgeshire, England",Southampton,"Jacksonville, Florida, US"
327,0.0,3,male,0,0,6.2375,61.0,"Øyer, Norway",Southampton,"Grand Forks, North Dakota, US"
332,0.0,1,male,0,0,28.5,40.0,"Tolworth, London, England, UK",Southampton,"Toronto, Ontario, Canada"
333,0.0,1,male,0,1,153.4625,38.0,"Winnipeg, Manitoba, Canada",Southampton,"Winnipeg, Manitoba, Canada"
334,0.0,3,male,2,0,18.0,15.0,"Zwevezele, Belgium",Southampton,"Fremont, Ohio, US"
336,0.0,3,male,0,0,7.8958,30.0,"Unknown, Bulgaria",Southampton,"Coon Rapids, Iowa, US"
337,0.0,1,male,1,0,66.6,29.0,"Isleworth, London, England, UK",Southampton,"New York, New York, US"
340,0.0,1,male,0,0,35.5,45.0,"Trenton, New Jersey, US",Southampton,"Trenton, New Jersey, US"
343,0.0,2,male,0,0,13.0,27.0,"Helsinki, Finland, Russian Empire[note 6]",Southampton,"Ashtabula, Ohio, US"
344,0.0,2,male,0,0,13.0,25.0,"Liverpool, Merseyside, England",Southampton,"Minatitlán, Veracruz, Mexico"
345,0.0,2,male,0,0,13.0,38.0,"Rochester, New York, US",Southampton,"Rochester, New York, US"
350,0.0,3,male,0,0,8.6625,42.0,"Ostrovica, Croatia",Southampton,"Red Lodge, Montana, US"
351,0.0,3,male,0,0,9.225,23.0,"Örsjö, Kalmar, Sweden",Southampton,"Peoria, Illinois, US"
352,0.0,1,male,0,0,35.0,43.0,"London, England, UK",Southampton,"Newark, New Jersey, US"
353,0.0,3,male,1,1,7.2292,17.0,"Kafr Mishki, Lebanon",Cherbourg,"Ottawa, Ontario, Canada"
354,0.0,3,male,1,0,17.8,25.0,"Altdorf, Uri, Switzerland",Southampton,"New Glarus, Wisconsin, US"
355,0.0,3,male,0,0,7.225,25.0,"Tebnin, Lebanon",Cherbourg,New York City
356,0.0,3,male,0,0,9.5,28.0,"Haaltert, Belgium",Southampton,New York City
358,0.0,2,female,0,0,13.0,38.0,"Janjgir-Champa, British India, UK[note 3]",Southampton,"Bally, Pennsylvania, US"
361,0.0,3,male,1,4,27.9,40.0,"Hällekis, Västergötland, Sweden",Southampton,"Iron Mountain, Michigan, US"
362,0.0,2,male,1,0,27.7208,29.0,"Montecarlo, Lucca, Tuscany, Italy",Cherbourg,"Chicago, Illinois, US"
363,0.0,3,female,0,1,14.4542,45.0,"Kafr Mishki, Lebanon",Cherbourg,"Ottawa, Ontario, Canada"
364,0.0,3,male,0,0,7.05,35.0,"Buenos Aires, Argentina",Southampton,New York City
365,0.0,3,male,1,0,15.5,27.0,"Pallasgreen, Limerick, Ireland",Queenstown,"Chicago, Illinois, US"
366,0.0,3,male,0,0,7.25,30.0,"Asarum, Småland, Sweden",Southampton,"Brooklyn, New York, US"
372,0.0,3,male,1,0,6.4958,18.0,"Vaasa, Finland",Southampton,"Montreal, Quebec, Canada"
373,0.0,3,male,0,0,8.05,18.0,"Fillingham, Lincolnshire, England",Southampton,"Russell, US"
374,0.0,1,male,0,0,135.6333,22.0,"New York, New York, US",Cherbourg,"New York, New York, US"
375,0.0,3,female,3,1,21.075,3.0,"Bjuv, Skåne, Sweden",Southampton,"Chicago, Illinois, US"
378,0.0,1,male,0,2,211.5,27.0,"Philadelphia, Pennsylvania, US",Southampton,"Philadelphia, Pennsylvania, US"
379,0.0,3,male,0,0,4.0125,20.0,"Zgharta, Lebanon",Cherbourg,"Waterbury, Connecticut, US"
380,0.0,3,male,0,0,7.775,19.0,"Myren, Synnerby, Västergötland, Sweden",Southampton,"Aberdeen, South Dakota, US"
383,0.0,3,male,0,0,7.925,32.0,"Pielavesi, Finland",Southampton,New York City
385,0.0,3,male,0,0,7.8958,27.0,"Unknown, Bulgaria",Southampton,"Tulsa, Oklahoma, US"
386,0.0,2,male,0,0,73.5,21.0,"Lyndhurst, Hampshire, England",Southampton,"Eden, Manitoba, Canada"
387,0.0,3,male,5,2,46.9,1.0,"Fulham, England",Southampton,"Niagara Falls, New York, US"
389,0.0,3,male,0,0,7.7292,20.0,"Mohill, Leitrim, Ireland",Queenstown,"Lakewood Township, New Jersey, US"
393,0.0,3,male,2,0,7.925,28.0,"Ruotsinpyhtää, Finland",Southampton,New York City
396,0.0,3,male,0,0,7.7958,22.0,"Frostensmåla, Småland, Sweden",Southampton,"St. Paul, Minnesota, US"
397,0.0,3,female,0,0,7.8542,31.0,"Södra Brantevik, Sweden",Southampton,"St. Paul, Minnesota, US"
398,0.0,2,male,0,0,26.0,46.0,"Guernsey, Channel Islands",Southampton,"Rochester, New York, US"
399,0.0,2,male,0,0,10.5,23.0,"Hamilton, Ontario, Canada",Southampton,"Hamilton, Ontario, Canada"
402,0.0,3,male,0,0,8.05,26.0,"Bournemouth, Dorset, England",Southampton,"La Porte City, Iowa, US"
403,0.0,3,female,1,0,9.825,21.0,"Paavola, Northern Ostrobothnia, Finland",Southampton,New York City
404,0.0,3,male,1,0,15.85,28.0,"Helsinki, Finland",Southampton,"Monessen, Pennsylvania, US"
405,0.0,3,female,0,0,8.6625,20.0,"Konjsko Brdo, Croatia",Southampton,"Chicago, Illinois, US"
406,0.0,2,male,1,0,21.0,33.0,"Harrowbarrow, Cornwall, England",Southampton,"Clear Creek, Colorado, US"
407,0.0,3,male,0,0,7.75,51.0,"Algutsrum, Kalmar, Sweden",Southampton,New York City
409,0.0,3,male,0,0,7.775,21.0,"Bremnes, Norway",Southampton,New York City
410,0.0,3,female,3,1,25.4667,3.0,"Liévin, Pas-de-Calais, France",Southampton,"Mystic, Iowa, US"
411,0.0,3,male,0,0,7.8958,42.0,"Unknown, Bulgaria",Southampton,"Chicago, Illinois, US"
412,0.0,3,male,0,0,6.8583,27.0,"Ballysadare, Sligo, Ireland",Queenstown,"Boston, Massachusetts, US"
