PassengerId,Survived,Passenger Class,Sex,Siblings,Parent/Child,Fare,Age,Hometown,Boarded,Destination
48,1.0,3,female,0,0,7.75,24.0,"Ballydehob, Cork, Ireland",Queenstown,"Jersey City, New Jersey, US"
53,1.0,1,female,1,0,76.7292,49.0,"New York, New York, US",Cherbourg,"New York, New York, US"
54,1.0,2,female,1,0,26.0,29.0,"Manchester, England",Southampton,"Philadelphia, Pennsylvania, US"
56,1.0,1,male,0,0,35.5,45.0,"London, England, UK",Southampton,"New York, New York, US"
57,1.0,2,female,0,0,10.5,21.0,"Guernsey, Channel Islands",Southampton,"Wilmington, Delaware, US"
59,1.0,2,female,1,2,27.75,4.0,"Bournemouth, Dorset, England",Southampton,"Gainesville, Florida, US"
62,1.0,1,female,0,0,80.0,38.0,"New York, New York, US",Southampton,"New York, New York, US"
66,1.0,3,male,1,1,15.2458,7.0,"Hardîne, Lebanon",Cherbourg,"Houtzdale, Pennsylvania, US"
67,1.0,2,female,0,0,10.5,29.0,"East Orange, New Jersey, US",Southampton,"East Orange, New Jersey, US"
69,1.0,3,female,4,2,7.925,17.0,"Kullaa, Finland",Southampton,New York City
75,1.0,3,male,0,0,56.4958,32.0,"Hong Kong, China",Southampton,New York City
79,1.0,2,male,0,2,29.0,0.83,"Bangkok, Siam",Southampton,"Roseville, Illinois, US"
80,1.0,3,female,0,0,12.475,31.0,"New York City, New York, US",Southampton,New York City
82,1.0,3,male,0,0,9.5,29.0,"Haaltert, East Flanders, Belgium",Southampton,"Detroit, Michigan, US"
83,1.0,3,female,0,0,7.7875,31.0,"Lahardane, Mayo, Ireland",Queenstown,"Chicago, Illinois, US"
85,1.0,2,female,0,0,10.5,17.0,"Jersey, Channel Islands",Southampton,"Atlanta, Georgia, US"
86,1.0,3,female,3,0,15.85,33.0,"Kotka, Finland",Southampton,New York City
89,1.0,1,female,3,2,263.0,23.0,"Winnipeg, Manitoba, Canada",Southampton,"Winnipeg, Manitoba, Canada"
98,1.0,1,male,0,1,63.3583,23.0,"New York, New York, US",Cherbourg,"New York, New York, US"
99,1.0,2,female,0,1,23.0,34.0,"Southampton, Hampshire, England, UK",Southampton,New York City
107,1.0,3,female,0,0,7.65,21.0,"Ålesund, Møre og Romsdal, Norway",Southampton,"Proctor, Minnesota, US"
108,1.0,3,male,0,0,7.775,29.0,"Bergen, Norway",Southampton,New York City
110,1.0,3,female,1,0,24.15,28.0,"Askeaton, Limerick, Ireland",Queenstown,"Brooklyn, New York, US"
124,1.0,2,female,0,0,13.0,37.0,"Bude, Cornwall, England",Southampton,"Hartford, Connecticut, US"
126,1.0,3,male,1,0,11.2417,12.0,"El-Hakour, Lebanon",Cherbourg,"Jacksonville, Florida, US"
128,1.0,3,male,0,0,7.1417,24.0,"Trondheim, Norway",Southampton,"Brooklyn, New York, US"
129,1.0,3,female,1,1,22.3583,2.0,"Sar'al, Syria[81]",Cherbourg,"Detroit, Michigan, US"
134,1.0,2,female,1,0,26.0,37.0,"Bromsgrove, Worcestershire, England",Southampton,"Montreal, Quebec, Canada"
137,1.0,1,female,0,2,26.2833,19.0,"New York, New York, US",Southampton,"New York, New York, US"
142,1.0,3,female,0,0,7.75,22.0,"Kisa, Östergötland, Sweden",Southampton,"Hackensack, New Jersey, US"
143,1.0,3,female,1,0,15.85,24.0,"Helsinki, Finland",Southampton,"Monessen, Pennsylvania, US"
147,1.0,3,male,0,0,7.7958,27.0,"Malmö, Skåne, Sweden",Southampton,"Chicago, Illinois, US"
152,1.0,1,female,1,0,66.6,22.0,"Isleworth, London, England, UK",Southampton,"New York, New York, US"
157,1.0,3,female,0,0,7.7333,17.0,"Esker, Longford, Ireland",Queenstown,New York City
162,1.0,2,female,0,0,15.75,40.0,"Aberdeen, Aberdeenshire, Scotland",Southampton,"Portland, Oregon, US"
166,1.0,3,male,0,2,20.525,9.0,"Strood, Kent, England",Southampton,"Detroit, Michigan, US"
167,1.0,1,female,0,1,55.0,48.0,"St Leonards-on-Sea, East Sussex, England, UK",Southampton,"New York, New York, US"
173,1.0,3,female,1,1,11.1333,1.0,"St. Charles, Illinois, US",Southampton,"St. Charles, Illinois, US"
184,1.0,2,male,2,1,39.0,1.0,"Guntur, Madras Province, British India",Southampton,"Benton Harbor, Michigan, US"
185,1.0,3,female,0,2,22.025,4.0,"Zürich, Switzerland",Southampton,"Milwaukee, Wisconsin, US"
187,1.0,3,female,1,0,15.5,26.0,"Pallasgreen, Limerick, Ireland",Queenstown,New York City
188,1.0,1,male,0,0,26.55,45.0,"New York, New York, US",Southampton,"New York, New York, US"
191,1.0,2,female,0,0,13.0,21.0,"Brooklyn, New York, US",Southampton,"Brooklyn, New York, US"
193,1.0,3,female,1,0,7.8542,19.0,"Eskilstrup, Denmark",Southampton,"Portland, Oregon, US"
194,1.0,2,male,1,1,26.0,3.0,"Nice, France",Southampton,New York City
195,1.0,1,female,0,0,27.7208,44.0,"Denver, Colorado, US",Cherbourg,"Denver, Colorado, US"
196,1.0,1,female,0,0,146.5208,59.0,"New York, New York, US",Cherbourg,"New York, New York, US"
199,1.0,3,female,0,0,7.75,21.0,"Askeaton, Limerick, Ireland",Queenstown,New York City
205,1.0,3,male,0,0,8.05,18.0,"London, England",Southampton,"Brooklyn, New York, US"
208,1.0,3,male,0,0,18.7875,26.0,"Fredericksburg, Virginia, US",Cherbourg,"Fredericksburg, Virginia, US"
209,1.0,3,female,0,0,7.75,16.0,"Corglass, Longford, Ireland",Queenstown,New York City
210,1.0,1,male,0,0,31.0,39.0,"Glen Ridge, New Jersey, US",Cherbourg,"Glen Ridge, New Jersey, US"
212,1.0,2,female,0,0,21.0,35.0,"London, England, UK",Southampton,"Mamaronek, New York, US"
216,1.0,1,female,1,0,113.275,31.0,"Lexington, Massachusetts, US",Cherbourg,"Lexington, Massachusetts, US"
217,1.0,3,female,0,0,7.925,27.0,"Saarijärvi, Finland",Southampton,New York City
219,1.0,1,female,0,0,76.2917,36.0,"Philadelphia, Pennsylvania, US",Cherbourg,"Philadelphia, Pennsylvania, US"
221,1.0,3,male,0,0,8.05,20.0,"London, England",Southampton,"Cleveland, Ohio, US"
225,1.0,1,male,1,0,90.0,35.0,"New York, New York, US",Southampton,"Stamford, Connecticut, US"
227,1.0,2,male,0,0,10.5,19.0,"Chelsea, London, England",Southampton,"Long Island, New York, US"
231,1.0,1,female,1,0,83.475,35.0,"New York, New York, US",Southampton,"New York, New York, US"
234,1.0,3,female,4,2,31.3875,5.0,"Alseda, Småland, Sweden",Southampton,"Worcester, Massachusetts, US"
238,1.0,2,female,0,2,26.25,8.0,"Bishopstoke, Hampshire, England",Southampton,"Payette, Idaho, US"
242,1.0,3,female,1,0,15.5,18.0,"Aghnacliffe, Longford, Ireland",Queenstown,"Philadelphia, Pennsylvania, US"
248,1.0,2,female,0,2,14.5,24.0,"Detroit, Michigan, US",Southampton,"Detroit, Michigan, US"
249,1.0,1,male,1,1,52.5542,37.0,"New York, New York, US",Southampton,"New York, New York, US"
256,1.0,3,female,0,2,15.2458,27.0,"Tibnin, Lebanon",Cherbourg,"Dowagiac, Michigan, US"
257,1.0,1,female,0,0,79.2,37.0,"New York, New York, US",Cherbourg,"New York, New York, US"
258,1.0,1,female,0,0,86.5,30.0,"London, England, UK",Southampton,"Vancouver, British Columbia, Canada"
259,1.0,1,female,0,0,512.3292,38.0,"Germantown, Pennsylvania, US",Cherbourg,"Germantown, Pennsylvania, US"
260,1.0,2,female,0,1,26.0,60.0,"Woodford County, Kentucky, US",Southampton,"Woodford County, Kentucky, US"
262,1.0,3,male,4,2,31.3875,3.0,"Alseda, Småland, Sweden",Southampton,"Worcester, Massachusetts, US"
268,1.0,3,male,1,0,7.775,25.0,"Stockholm, Uppland, Sweden",Southampton,"Indianapolis, Indiana, US"
269,1.0,1,female,0,1,153.4625,59.0,"Greenwich, Connecticut, US",Southampton,"Greenwich, Connecticut, US"
270,1.0,1,female,0,0,135.6333,39.0,"New York, New York, US",Cherbourg,"New York, New York, US"
272,1.0,3,male,0,0,0.0,25.0,"Sundbyberg, Sweden",Southampton,New York City
273,1.0,2,female,0,1,19.5,41.0,"Wimbledon, London, England",Southampton,"Bennington, Vermont, US"
275,1.0,3,female,0,0,7.75,29.0,"Athenry, Galway, Ireland",Queenstown,New York City
276,1.0,1,female,1,0,77.9583,62.0,"Hudson, New York, US",Cherbourg,"Hudson, New York, US"
280,1.0,3,female,1,1,20.25,39.0,"East Providence, Rhode Island, US",Southampton,"East Providence, Rhode Island, US"
284,1.0,3,male,0,0,8.05,18.0,"Liss, Hampshire, England",Southampton,"Oglesby, Illinois, US"
287,1.0,3,male,0,0,9.5,36.0,"Aspelare, East Flanders, Belgium",Southampton,"Detroit, Michigan, US"
289,1.0,2,male,0,0,13.0,41.0,"Tokyo, Japan",Southampton,"Tokyo, Japan"
290,1.0,3,female,0,0,7.75,22.0,"Cortrasna, Cavan, Ireland",Queenstown,New York City
291,1.0,1,female,0,0,78.85,26.0,"London, England, UK",Southampton,"New York, New York, US"
292,1.0,1,female,1,0,91.0792,19.0,"Dowagiac, Michigan, US",Cherbourg,"Dowagiac, Michigan, US"
299,1.0,1,male,0,0,30.5,47.0,"Manchester, England, UK",Southampton,"New York, New York, US"
300,1.0,1,female,0,1,247.5208,50.0,"Montreal, Quebec, Canada",Cherbourg,"Montreal, Quebec, Canada"
301,1.0,3,female,0,0,7.75,20.0,"Cuilmullagh, Mayo, Ireland",Queenstown,"Chicago, Illinois, US"
302,1.0,3,male,2,0,23.25,24.0,"Carrickatane, Tyrone, Ireland",Queenstown,"Brooklyn, New York, US"
304,1.0,2,female,0,0,12.35,46.0,"Castleconnell, Limerick, Ireland[note 1]",Queenstown,"Harrisburg, Pennsylvania, US"
306,1.0,1,male,1,2,151.55,0.92,"Montreal, Quebec, Canada",Southampton,"Montreal, Quebec, Canada"
307,1.0,1,female,0,0,110.8833,42.0,"Haverford, Pennsylvania, US",Cherbourg,"Haverford, Pennsylvania, US"
308,1.0,1,female,1,0,108.9,22.0,"Madrid, Spain",Cherbourg,"New York, New York, US"
310,1.0,1,female,0,0,56.9292,31.0,"London, England, UK",Cherbourg,"New York, New York, US"
311,1.0,1,female,0,0,83.1583,24.0,"New York, New York, US",Cherbourg,"New York, New York, US"
312,1.0,1,female,2,2,262.375,18.0,"Cooperstown, New York, US",Cherbourg,"Cooperstown, New York, US"
316,1.0,3,female,0,0,7.8542,26.0,"Ramkvilla, Småland, Sweden",Southampton,"Joliet, Illinois, US"
317,1.0,2,female,1,0,26.0,24.0,"Vitebsk, Russian Empire",Southampton,"Bronx, New York, US"
319,1.0,1,female,0,2,164.8667,31.0,"Youngstown, Ohio, US",Southampton,"Youngstown, Ohio, US"
320,1.0,1,female,1,1,134.5,39.0,"Tuxedo Park, New York, US",Cherbourg,"Tuxedo Park, New York, US"
323,1.0,2,female,0,0,12.35,30.0,"Halifax, Nova Scotia, Canada",Queenstown,"Vancouver, British Columbia, Canada"
324,1.0,2,female,1,1,29.0,28.0,"Bangkok, Siam",Southampton,"Roseville, Illinois, US"
326,1.0,1,female,0,0,135.6333,36.0,"New York, New York, US",Cherbourg,"New York, New York, US"
328,1.0,2,female,0,0,13.0,36.0,"Bristol, Avon, England",Southampton,"Jacksonville, Florida, US"
329,1.0,3,female,1,1,20.525,31.0,"Strood, Kent, England",Southampton,"Detroit, Michigan, US"
330,1.0,1,female,0,1,57.9792,17.0,"Chicago, Illinois, US",Cherbourg,"Chicago, Illinois, US"
331,1.0,3,female,2,0,23.25,29.0,"Carrickatane, Tyrone, Ireland",Queenstown,"Brooklyn, New York, US"
335,1.0,1,female,1,0,133.65,42.0,"London, England, UK",Southampton,"New York, New York, US"
338,1.0,1,female,0,0,134.5,41.0,"Tuxedo Park, New York, US",Cherbourg,"Tuxedo Park, New York, US"
339,1.0,3,male,0,0,8.05,45.0,"Adelaide, South Australia, Australia",Southampton,"Fingal, North Dakota, US"
341,1.0,2,male,1,1,26.0,2.0,"Nice, France",Southampton,New York City
342,1.0,1,female,3,2,263.0,24.0,"Winnipeg, Manitoba, Canada",Southampton,"Winnipeg, Manitoba, Canada"
346,1.0,2,female,0,0,13.0,18.0,"London, England, UK",Southampton,"Montreal, Quebec, Canada"
347,1.0,2,female,0,0,13.0,39.0,"Basingstoke, Hampshire, England",Southampton,"Washington, DC US"
348,1.0,3,female,1,0,16.1,,,,
349,1.0,3,male,1,1,15.9,9.0,"London, England",Southampton,"Brooklyn, New York, US"
357,1.0,1,female,0,1,55.0,22.0,"St Leonards-on-Sea, East Sussex, England, UK",Southampton,"New York, New York, US"
359,1.0,3,female,0,0,7.8792,22.0,"Corlough, Cavan, Ireland",Queenstown,New York City
360,1.0,3,female,0,0,7.8792,23.0,"Currafarry, Galway, Ireland",Queenstown,New York City
367,1.0,1,female,1,0,75.25,60.0,"Portland, Oregon, US",Cherbourg,"Portland, Oregon, US"
368,1.0,3,female,0,0,7.2292,35.0,"Hardîne, Lebanon",Cherbourg,"Wilkes-Barre, Pennsylvania, US"
369,1.0,3,female,0,0,7.75,26.0,"Ballydehob, Cork, Ireland",Queenstown,"East Lynn, Massachusetts, US"
370,1.0,1,female,0,0,69.3,24.0,"Paris, France",Cherbourg,"New York, New York, US"
371,1.0,1,male,1,0,55.4417,25.0,"New York, New York, US",Cherbourg,"New York, New York, US"
376,1.0,1,female,1,0,82.1708,25.0,"New York, New York, US",Cherbourg,"New York, New York, US"
377,1.0,3,female,0,0,7.25,22.0,"Karlshamn, Blekinge, Sweden",Southampton,New York City
381,1.0,1,female,0,0,227.525,46.0,"New York, New York, US",Cherbourg,"New York, New York, US"
382,1.0,3,female,0,2,15.7417,1.0,"Zgharta, Lebanon",Cherbourg,"Waterbury, Connecticut, US"
384,1.0,1,female,1,0,52.0,35.0,"New York, New York, US",Southampton,"New York, New York, US"
388,1.0,2,female,0,0,13.0,36.0,"Sittingbourne, Kent, England",Southampton,"San Francisco, US"
390,1.0,2,female,0,0,12.0,17.0,"Lotzwil, Switzerland",Cherbourg,"Central City, Iowa, US"
391,1.0,1,male,1,2,120.0,36.0,"Bryn Mawr, Pennsylvania, US",Southampton,"Bryn Mawr, Pennsylvania, US"
392,1.0,3,male,0,0,7.7958,21.0,"Örebro, Sweden",Southampton,"Swedeburg, Nebraska, US"
394,1.0,1,female,1,0,113.275,23.0,"Lexington, Massachusetts, US",Cherbourg,"Lexington, Massachusetts, US"
395,1.0,3,female,0,2,16.7,24.0,"Motala, Östergötland, Sweden",Southampton,"San Francisco, US"
400,1.0,2,female,0,0,12.65,26.0,"Columbus, Ohio, US",Southampton,"Columbus, Ohio, US"
401,1.0,3,male,0,0,7.925,39.0,"Kivijärvi, Finland",Southampton,"Boston, Massachusetts, US"
408,1.0,2,male,1,1,18.75,3.0,"Penzance, Cornwall, England",Southampton,"Akron, Ohio, US"
413,1.0,1,female,1,0,90.0,33.0,"Fond du Lac, Wisconsin, US",Southampton,"Fond du Lac, Wisconsin, US"
415,1.0,3,male,0,0,7.925,44.0,"Munsala, Finland",Southampton,"Cheyenne, Wyoming, US"
417,1.0,2,female,1,1,32.5,34.0,"Greenport, New York, US",Southampton,"Greenport, New York, US"
418,1.0,2,female,0,2,13.0,17.0,"Tornio, Finland, Russian Empire[note 6]",Southampton,"Minneapolis, Minnesota, US"
427,1.0,2,female,1,0,26.0,28.0,"Netley Abbey, Hampshire, England",Southampton,"San Francisco, California, US"
428,1.0,2,female,0,0,26.0,19.0,"Birmingham, Worcester, England",Southampton,"Los Angeles, US"
430,1.0,3,male,0,0,8.05,32.0,"Warsaw, Poland",Southampton,"San Francisco, US"
431,1.0,1,male,0,0,26.55,28.0,"Stockholm, Sweden",Southampton,"Washington, DC, US"
432,1.0,3,female,1,0,16.1,32.0,"Maidstone, Kent, England",Southampton,"Clinton, New York, US"
433,1.0,2,female,1,0,26.0,42.0,"Weston-super-Mare, North Somerset, England",Southampton,New York City
436,1.0,1,female,1,2,120.0,13.0,"Bryn Mawr, Pennsylvania, US",Southampton,"Bryn Mawr, Pennsylvania, US"
438,1.0,2,female,2,3,18.75,23.0,"Penzance, Cornwall, England",Southampton,"Akron, Ohio, US"
441,1.0,2,female,1,1,26.25,48.0,"Ilford, Essex, England",Southampton,"Winnipeg, Manitoba, Canada"
444,1.0,2,female,0,0,13.0,28.0,"Marbella, Spain",Southampton,New York City
445,1.0,3,male,0,0,8.1125,29.0,"Avaldsnes, Stavanger, Norway",Southampton,New York City
446,1.0,1,male,0,2,81.8583,4.0,"San Francisco, California, US",Southampton,"San Francisco, California, US"
447,1.0,2,female,0,1,19.5,13.0,"Wimbledon, London, England",Southampton,"Bennington, Vermont, US"
448,1.0,1,male,0,0,26.55,34.0,"New York, New York, US",Southampton,"New York, New York, US"
449,1.0,3,female,2,1,19.2583,5.0,"Ḑuhūr ash Shuwayr, Lebanon",Cherbourg,"Brooklyn, New York, US"
450,1.0,1,male,0,0,30.5,52.0,"Toronto, Ontario, Canada",Southampton,"Toronto, Ontario, Canada"
454,1.0,1,male,1,0,89.1042,47.0,"Paris, France",Cherbourg,"New York, New York, US"
456,1.0,3,male,0,0,7.8958,29.0,"Topolovac, Croatia",Cherbourg,"Galesburg, Illinois, US"
458,1.0,1,female,1,0,51.8625,31.0,"Pittsburgh, Pennsylvania, US",Southampton,"Pittsburgh, Pennsylvania, US"
459,1.0,2,female,0,0,10.5,48.0,"Indianapolis, Indiana, US",Southampton,"Indianapolis, Indiana, US"
461,1.0,1,male,0,0,26.55,47.0,"New York, New York, US",Southampton,"New York, New York, US"
470,1.0,3,female,2,1,19.2583,0.75,"Ḑuhūr ash Shuwayr, Lebanon",Cherbourg,"Brooklyn, New York, US"
473,1.0,2,female,1,2,27.75,33.0,"Bournemouth, Dorset, England",Southampton,"Gainesville, Florida, US"
474,1.0,2,female,0,0,13.7917,23.0,New York City,Southampton,New York City
480,1.0,3,female,0,1,12.2875,2.0,"Taalintehdas, Finland",Southampton,"Monessen, Pennsylvania, US"
484,1.0,3,female,0,0,9.5875,63.0,"Jalasjärvi, Southern Ostrobothnia, Finland",Southampton,"Hibbing, Minnesota, US"
485,1.0,1,male,1,0,91.0792,25.0,"Dowagiac, Michigan, US",Cherbourg,"Dowagiac, Michigan, US"
487,1.0,1,female,1,0,90.0,31.0,"New York, New York, US",Southampton,"Stamford, Connecticut, US"
490,1.0,3,male,1,1,15.9,3.0,"London, England",Southampton,"Brooklyn, New York, US"
497,1.0,1,female,1,0,78.2667,54.0,"Brookline, Massachusetts, US",Cherbourg,"Brookline, Massachusetts, US"
505,1.0,1,female,0,0,86.5,20.0,"Vancouver, British Columbia, Canada",Southampton,"Vancouver, British Columbia, Canada"
507,1.0,2,female,0,2,26.0,33.0,"Plymouth, Devon, England",Southampton,"Detroit, Michigan, US"
508,1.0,1,male,0,0,26.55,37.0,"Los Angeles, California, US",Southampton,"Los Angeles, California, US"
510,1.0,3,male,0,0,56.4958,26.0,"Hong Kong, China",Southampton,New York City
511,1.0,3,male,0,0,7.75,29.0,"Athlone, Westmeath, Ireland",Queenstown,New York City
513,1.0,1,male,0,0,26.2875,35.0,"Philadelphia, Pennsylvania, US",Southampton,"Philadelphia, Pennsylvania, US"
514,1.0,1,female,1,0,59.4,54.0,"New York, New York, US",Cherbourg,"New York, New York, US"
517,1.0,2,female,0,0,10.5,34.0,"Chicago, Illinois, US",Southampton,"Chicago, Illinois, US"
519,1.0,2,female,1,0,26.0,36.0,"Warwick, Warwickshire, England",Southampton,New York City
521,1.0,1,female,0,0,93.5,33.0,"Montreal, Quebec, Canada",Southampton,"Montreal, Quebec, Canada"
524,1.0,1,female,0,1,57.9792,44.0,"Chicago, Illinois, US",Cherbourg,"Chicago, Illinois, US"
527,1.0,2,female,0,0,10.5,50.0,"London, England",Southampton,"Marietta, Ohio, US"
531,1.0,2,female,1,1,26.0,2.0,"Plymouth, Devon, England",Southampton,"Detroit, Michigan, US"
534,1.0,3,female,0,2,22.3583,24.0,"Sar'al, Syria",Cherbourg,"Detroit, Michigan, US"
536,1.0,2,female,0,2,26.25,7.0,"Ilford, Essex, England",Southampton,"Winnipeg, Manitoba, Canada"
538,1.0,1,female,0,0,106.425,27.0,"Minneapolis, Minnesota, US",Cherbourg,"Minneapolis, Minnesota, US"
540,1.0,1,female,0,2,49.5,22.0,"Zürich, Switzerland",Cherbourg,"New York, New York, US"
541,1.0,1,female,0,2,71.0,39.0,"Milwaukee, Wisconsin, US",Southampton,"Milwaukee, Wisconsin, US"
544,1.0,2,male,1,0,26.0,32.0,New York City,Southampton,New York City
547,1.0,2,female,1,0,26.0,19.0,"Norwich, Norfolk, England",Southampton,New York City
548,1.0,2,male,0,0,13.8625,26.0,"Barcelona, Catalonia, Spain",Cherbourg,"Havana, Cuba"
550,1.0,2,male,1,1,36.75,8.0,"St. Ives, Cornwall, England, UK",Southampton,"Houghton, Michigan, US"
551,1.0,1,male,0,2,110.8833,17.0,"Haverford, Pennsylvania, US",Cherbourg,"Haverford, Pennsylvania, US"
554,1.0,3,male,0,0,7.225,22.0,"Toula, Lebanon",Cherbourg,"Dayton, Ohio, US"
555,1.0,3,female,0,0,7.775,22.0,"Mariestad, Västergötland, Sweden",Southampton,"Chicago, Illinois, US"
557,1.0,1,female,1,0,39.6,48.0,"London, England, UK",Cherbourg,"New York, New York, US"
559,1.0,1,female,1,1,79.65,39.0,"New York, New York, US",Southampton,"New York, New York, US"
560,1.0,3,female,1,0,17.4,36.0,"Tampico, Montana, US",Southampton,"Tampico, Montana, US"
570,1.0,3,male,0,0,7.8542,32.0,"Kalfsnäs, Småland, Sweden",Southampton,"Huntley, Illinois, US"
571,1.0,2,male,0,0,10.5,62.0,"London, England",Southampton,New York City
572,1.0,1,female,2,0,51.4792,53.0,"New York, New York, US",Southampton,"New York, New York, US"
573,1.0,1,male,0,0,26.3875,36.0,"Brooklyn, New York, US",Southampton,"Brooklyn, New York, US"
574,1.0,3,female,0,0,7.75,22.0,"Castlepollard, Westmeath, Ireland",Queenstown,New York City
577,1.0,2,female,0,0,13.0,34.0,"Liverpool, Merseyside, England",Southampton,"Brooklyn, New York, US"
578,1.0,1,female,1,0,55.9,39.0,"Duluth, Minnesota, US",Cherbourg,"Duluth, Minnesota, US"
580,1.0,3,male,0,0,7.925,32.0,"Elimäki, Finland",Southampton,"Monessen, Pennsylvania, US"
581,1.0,2,female,1,1,30.0,25.0,"London, England, UK",Southampton,"Montreal, Quebec, Canada"
582,1.0,1,female,1,1,110.8833,39.0,"Haverford, Pennsylvania, US",Cherbourg,"Haverford, Pennsylvania, US"
586,1.0,1,female,0,2,79.65,18.0,"New York, New York, US",Southampton,"New York, New York, US"
588,1.0,1,male,1,1,79.2,60.0,"Zürich, Switzerland",Cherbourg,"New York, New York, US"
592,1.0,1,female,1,0,78.2667,52.0,"Paris, France",Cherbourg,"Haverford, Pennsylvania, US"
597,1.0,2,female,0,0,33.0,31.0,"London, England",Southampton,"Chicago, Illinois, US"
600,1.0,1,male,1,0,56.9292,49.0,"London, England, UK",Cherbourg,"New York, New York, US"
601,1.0,2,female,2,1,27.0,24.0,"London, England",Southampton,"Montreal, Quebec, Canada"
605,1.0,1,male,0,0,26.55,40.0,"Indianapolis, Indiana, US",Southampton,"Indianapolis, Indiana, US"
608,1.0,1,male,0,0,30.5,27.0,"Philadelphia, Pennsylvania, US",Southampton,"Philadelphia, Pennsylvania, US"
609,1.0,2,female,1,2,41.5792,22.0,"Paris, France",Cherbourg,"Cap-Haïtien, Haiti"
610,1.0,1,female,0,0,153.4625,40.0,"Greenwich, Connecticut, US",Southampton,"Greenwich, Connecticut, US"
613,1.0,3,female,1,0,15.5,25.0,"Fostragh, Longford, Ireland",Queenstown,"Philadelphia, Pennsylvania, US"
616,1.0,2,female,1,2,65.0,24.0,"Yeovil, Somerset, England",Southampton,"Bernardsville, New Jersey, US"
619,1.0,2,female,2,1,39.0,4.0,"Guntur, Madras Province, British India",Southampton,"Benton Harbor, Michigan, US"
622,1.0,1,male,1,0,52.5542,42.0,"Boston, Massachusetts, US",Southampton,"Boston, Massachusetts, US"
623,1.0,3,male,1,1,15.7417,20.0,"Zgharta, Lebanon",Cherbourg,"Waterbury, Connecticut, US"
628,1.0,1,female,0,0,77.9583,21.0,"Hudson, New York, US",Cherbourg,"Hudson, New York, US"
631,1.0,1,male,0,0,30.0,47.0,"Hessle, East Yorkshire, England, UK",Southampton,"New York, New York, US"
633,1.0,1,male,0,0,30.5,32.0,"Basel, Switzerland",Southampton,"New York, New York, US"
636,1.0,2,female,0,0,13.0,28.0,"London, England, UK",Southampton,"Tottenville, New York, US"
642,1.0,1,female,0,0,69.3,24.0,"Paris, France",Cherbourg,"New York, New York, US"
644,1.0,3,male,0,0,56.4958,32.0,"Hong Kong, China",Southampton,New York City
645,1.0,3,female,2,1,19.2583,4.0,"Ḑuhūr ash Shuwayr, Lebanon",Cherbourg,"Brooklyn, New York, US"
646,1.0,1,male,1,0,76.7292,48.0,"New York, New York, US",Cherbourg,"New York, New York, US"
648,1.0,1,male,0,0,35.5,56.0,"Basel, Switzerland",Southampton,"New York, New York, US"
650,1.0,3,female,0,0,7.55,24.0,"Wallingford, Oxfordshire, England",Southampton,"New Haven, Connecticut, US"
652,1.0,2,female,0,1,23.0,19.0,"Southampton, Hampshire, England, UK",Southampton,New York City
